,Job_Name,Link,Job_Location,Internship,Teamwork,Client Communication,Time Management,Intrapersonal
249,Big Data Instructor,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0CYMvVl1R3x4HhPmDe20s-Dsm8iEII5uyjFc-sLJEUXzLh2VAYLKF2jRQ5wKCQUQVEJBRfM7UITcbgLYL356kofBJUIJujXzN2DBReUeYkT1QzGkRR1PNVAGuESHqOPpvZdtigSrw45ao3-nzuu-x3yMyS3cTLhaTbB6EkBd7cmBTYOhe_BDBSzOTOupC9TPLb74qCrvLqI1gnVaxWnkoXvME2DoJozON4dsLiVcegpp6ruauMHldIbiNhs_5gAKGvHEBtt9bcGRWeiWWBXspCbZ1bH-waX37DwcoqPJDuH8Vb_IVeiZisbP9C3X-RMsRUce9ja3nLpMR1U-iF8vyRNWtwvLD22aa5hkFwghzsDpKPKg6BWcF4HZCAZcJnHaTPrbNOOVzeWSbiFai1v37RR0WujNqeS5NWjLjBGVLRuIpDxnMrdjMnPLTn3HSIkXMWWBPg4HQTHKw==&p=25&fvj=1&vjs=3,Toronto,,,,,
250,Data Scientist - Price Point – Start-up company,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0BJik0eOC2RiRcwALxZHhvolY0CiBGpIrD3jqHmT6hgcj9GGUq3nwzxcDRn3ID9hoVNHpFJfiMZVEii0Cjbtagb3mhNDEo_oIHpFMg9rCWYzYfQN4HIi5Iz2oA57hgnhTPzzOvyQ_a7LX3zRK22bHJRRSaN0PAPBBB3IrcOYUTwEbixFkpjhuGCuBdDwj55vAyo6lhsTg2OkyRzx5mMxjyQoxEdjuthnGPvNDeh6mamJzaq1tWGfCJ8VUalH8cBRYhwAVaHcjb0ZxFhhPvjdtpWSSfJmvNKwWak3ZdA4N7kJkC7mxkNmaUxLIBINmwTiFBwNIXSJ0SuLxITFUJFfesKopGEWnd6w_jtknOBlOrY4xjx3S1xO11WSk2WnYlyxdorElyDKcerp3FU7RYq1Q29W0nLz0qDawT2iKzVf-p8l_d3JloCs2xRU-9P1AWVGrs_WfWeIZ_Xs0Qwi4p1bZEC-0NCd_lA7BgZuhUXRvNWwU10k6Enhw6ZHp93GBfxXwS7rHpKv0pR7CjJ7WtKtHnSORMXtFo8D-8WOlVIvVvXXmZte81YDX_hPIRtJ5DoZZ64RywGL8BGTA==&p=26&fvj=0&vjs=3,Toronto,,,,,
251,DATA SCIENTIST,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0CW81yLmMX0jZhkp9wi2Zzr1m-t1jAbw6FN9Wv5HozWh14F5jwCNHCXR2SMRH94RkiJl-9VEPLSMrqxQEyU1Gv-26IiIy0HkWM2RmvKZ7rRwiqbiCQS5ANixGX-hpQ2ko1TmyHM0qFWhLCooxFdx63KWEkkkqyVfoDmGHJZHEsPL70aZTytG6AIFVhN8nplcaI8LH2IRKrrTcMc0CIDgFDc01KB2LSUnBinTv-Bp9douSSX25kDpP3SSSnvdwNfJsrhd19Bm-jn7bjF7Gtge5mvsolaLAuq7gJ9qVL_B9hxVQHx6pvCjOzaa-65_FIMtfA0LvXRYBKIOuLz_ntXUP6eAxfb3UZngh3I9Cz6EhRcWJFNcM2Y7Sc2b1io2oWbDhY88_j5sS61zTF3dNX4pONMxV6xucqiwtKAVFvCXJbAAQ==&p=27&fvj=0&vjs=3,Toronto,,1,,,
252,Machine Learning Engineer,https://www.indeed.ca/rc/clk?jk=20bc2038d9164a47&fccid=d95291ce811790c9&vjs=3,Toronto,1,,,,
253,"Statistician and Quantitative Analyst , Business Intelligence Intern",https://www.indeed.ca/rc/clk?jk=98c59d7a58ba903b&fccid=ff9722884b0527dc&vjs=3,Toronto,1,1,1,,
254,"Director, Data Engineering and Data Science",https://www.indeed.ca/rc/clk?jk=7bdb30b2985a2216&fccid=9343039b36601ad2&vjs=3,Toronto,1,1,,,
255,Director - Head of Toronto Artificial Intelligence Lab,https://www.indeed.ca/rc/clk?jk=3c3539959d95e3b1&fccid=3baffba98df23da3&vjs=3,Toronto,1,1,1,1,
256,Web Analytics Developer,https://www.indeed.ca/rc/clk?jk=7e52770762965ec7&fccid=1aed40d20a3c18d7&vjs=3,Toronto,1,1,1,,
257,Equities Data Science Senior Analyst (AVP level),https://www.indeed.ca/rc/clk?jk=d797927d99a5d11a&fccid=5bcd1ef0a7f4fb99&vjs=3,Toronto,1,1,,,
258,Manager Advanced Analytics,https://www.indeed.ca/rc/clk?jk=70780f208c48dbb2&fccid=b5583ca8df6a68c3&vjs=3,Toronto,,1,1,,
259,RWE - Senior Statistician,https://www.indeed.ca/rc/clk?jk=75c9ac095e65b483&fccid=6b7a1dfe07e7f037&vjs=3,Toronto,1,1,,,1
260,"Manager, Supply Chain Performance",https://www.indeed.ca/rc/clk?jk=5fbbaad05affe0dc&fccid=b1d7b1cc84ecfc1b&vjs=3,Toronto,1,1,,,
261,"Senior Manager, Research and Data Science",https://www.indeed.ca/rc/clk?jk=e4aa53aa0a3d56f9&fccid=3a429036b3725efa&vjs=3,Toronto,1,1,1,,
262,Material Cost Competitiveness Analyst,https://www.indeed.ca/rc/clk?jk=3fa1510847014f54&fccid=e7e593a18b26fee3&vjs=3,Toronto,,1,1,1,
263,Machine Learning System Software Engineer,https://www.indeed.ca/rc/clk?jk=c1a22a5a35243971&fccid=d40ebe11fc879426&vjs=3,Toronto,,,,,
264,Lead Data Science Immersive Instructor,https://www.indeed.ca/rc/clk?jk=417603b64760c837&fccid=a4cd0efa7775ecd2&vjs=3,Toronto,,1,,,
265,"Cardinal Path | Director, Data Science",https://www.indeed.ca/rc/clk?jk=b9a34c2976713cca&fccid=9834e576343ebcc2&vjs=3,Toronto,1,1,1,,1
266,"Sr. Applied Scientist, Alexa Speech",https://www.indeed.ca/rc/clk?jk=4649c5c26aadd454&fccid=fe2d21eef233e94a&vjs=3,Toronto,1,1,,,
267,"Architect, Business Analytics",https://www.indeed.ca/rc/clk?jk=79f12688ed41d8bb&fccid=50f045c36aa7a501&vjs=3,Toronto,1,1,,,
268,Software Engineer – AI/Machine Learning,https://www.indeed.ca/rc/clk?jk=aee4593f521f0e68&fccid=2aeca20b468ba6df&vjs=3,Toronto,1,1,,,
269,Machine Learning SW/Compiler Applied Research Engineer,https://www.indeed.ca/rc/clk?jk=06b26484dcbeb53d&fccid=d40ebe11fc879426&vjs=3,Toronto,1,1,,,
270,"Director, Machine Learning Software Development - 78082",https://www.indeed.ca/rc/clk?jk=96f05dc5718d4e4c&fccid=b45c4b5a9c9a7448&vjs=3,Toronto,,1,1,,
271,"Manager, AI Strategy - Supply Chain & AI, Omnia AI",https://www.indeed.ca/rc/clk?jk=04ed760be5217a13&fccid=9e215d88a6b33622&vjs=3,Toronto,1,1,,,
272,"Postdoctoral Research Fellow in Computer Vision, Deep Learning and SLAM",https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0Bop1AwOGSXkIS5LvCcIOLCU6dprbvn4zr_8xHydz3OCg5jCW24zXACXeySrV8WFL73U5XD2kmIxg4Q4YmHcdQrsnpjEaM5hFxJItfg5V6lRLqSb0C_xpPZYw-DOL-y8VMoOzIo5C51_Q3bn0tZJ3eW5fcfMB3rgIcC6Dt8n_Wz8dz1Cip-ikoO4crMljvO79xkn2jfafDNhvVzaley7S6Oxcd8cWjBQTbMwo_8anmOr_y5tFc5FWTprETU686n7dnW-FkrDSSu44YzkoIVjDNzhrHBcHmuiHAfIy2dk8FfD3DkFPkV_aRMWFA6yCe_EKoqUYvY_q1-d4GgFWoyC1bBX63Z8VerRSNh_zfQOFMbRBKBJDsE7vYGTbwG7FJriIF1BUh_dUCvHMRmazhXY5zh7CCIelHO2edAnqZ26LZPVLQttjoSKF39pkzU7vxZEJyKcOrcdOdg6Vy5Gqha6KiLTopx-9iu9oGCCLxvNOKRqxLU6-DDFxoEF6mSIgL6E1APQXFPAxTSdA==&p=20&fvj=1&vjs=3,Toronto,,1,,,
273,"Director, Data Science Initiatives",https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DfaJzxeKsHg3yNa09Lu8cQQduvjegwzxl5yjE4sdO8aCQ7r433WSCgz7HcYFllrIANRFn7GZl0LUUkB4eDLyVGpcpyTEoXkxag_rLlMz-FEifsHVp8vD5NWcMGwXi68ypovIvdUB9dy1hcWhIOlf7kk14dGMtdIicC3swD-so1NFeGckTXnZtbHqEIyAJjTwm6wApPq8hSlaa9RtsMi2hf8l6DaXwXOkKjbKq2fYyGZD_sPgd4rJqMPfpVi5h-CUsS96ci763KSiSOsiD73WcBM3bNqni4zWBMlAMQeVrRRTVL7zz88IY8UN743rtVp2tb7U51j5_2TvBbvHoM34d9ZjPZ9vmwyJaSq4KdFW1tbxia4ad_qR_MOSPAh5NVVo-euhkM3PZTjr5NUItPX0UOnn9ORAMAetVtg6jTTvjKBWBqdUGRK-vQ27UjwfRh4-IE0-OYJ5z0L2ZZ99ksVss3XYI8GuPaapPvboaEpKEy4gmTCLdUUx_VlG0vkDgzSCphe6I4CBXivIu968kgtQQsKgyX_36ZLk1Nc6EDk6ylBMS6r29lFTsljuUiNgDc6Jg=&p=21&fvj=0&vjs=3,Toronto,1,1,1,1,
274,Data Scientist - Price Point – Start-up company,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0BJik0eOC2RiRcwALxZHhvolY0CiBGpIrD3jqHmT6hgcj9GGUq3nwzxcDRn3ID9hoVNHpFJfiMZVEii0Cjbtagb3mhNDEo_oIHpFMg9rCWYzYfQN4HIi5Iz2oA57hgnhTPzzOvyQ_a7LX3zRK22bHJRRSaN0PAPBBB3IrcOYUTwEdpn--HftGHxrfYtDRELO6Lt9rQHcgWVPg8kkqspO_Q8yA7ZrXT72yovnIhZVzsw7FIQBY3JJxdyBuFAja6J_f0w0usQrBUr9sZam6aEUtrLGFqHBQQqbe0CSnXdhWgafVDk9evK9ZYohpj6CFDkjiiFncQN2N0sjuidz9lDXV98dQDW2cOkEP5bhUf72hIpYSJIKcf-aZD2WioxmZ9p-39XjcICCjvvOYt05_toVsPuZuX3aH8pIMR9eEDI7VqVxfqx89ZaY1MvSsCDDgTsWxangpyG1_aQ5BARPDlz8CA2HqqUXgLim8kr2eNrLkIyHbxZCJXUI22OVa7MOLgq9sRq86EyOBAXfho4HmEiNzyPBFORYHR1X_IsD8jhokVEiMrC1i4GwT-iZrZTepEuM-69cJGrN2Ll9Q==&p=22&fvj=0&vjs=3,Toronto,,,,,
275,Big Data Operations Specialist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DfaJzxeKsHg3yNa09Lu8cQQduvjegwzxl5yjE4sdO8aCQ7r433WSCgz7HcYFllrIDsHBe4z3rcFtA5i1J5G4FbQMDoOPjw874oHHM5HAs3M9-kNVuGFDx-C2Qyis7Vbs-NfuFaJ6u0bZw_pp4CQuht9hnUP7HcqHGmhQH8hTxX_XOSe1mYix4q8z3WL6vYs6y0rvw64ryldqdldtb3tfKx5WpiVxkSRl1X4np1I1lsDRA018X44c-RvDEFggb0Hm7N2MLZvTnYmG_KKr3yUA023o_rjhc0cTiWmcWFQ1V8gs9AtPrM6eit_ranoN-OHCCv0pbHFi1guWlKNEnYByj96vwOWoHX3yj5MuezR2Pxuiz_CxG8sllNBjSXsPk5qTQqv1Vvfa1CN0BSzSz87CncUesjjlqlZZJbFroWL8bxFW5e6XtEyuMMnwtdt3JYQTz0Pgafz_JA_R-cjLu8ZraAspSvXUx6UDwJQTFWG8Vi8Rk3IbBnmfDOF9Wm_Z3bJtNdyiBrKByLqMOw_BahRSeVRNzLmb9DdatVFkoT4mcHU5CH99sIM4LNkOmtvLPUSjo=&p=23&fvj=0&vjs=3,Toronto,1,1,1,1,
276,Senior Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DPvDrY7fOi7IBjGen6Dx7RXxfTf3xqH9cPvuoqrlxtCEWGirnFmPeDqLmC0lmmv53RT4c7TfVaEeCaKVRyV_uwnQ0WZWsfo1bn6WZeEBuu9sU3EZXbsctoqXEI3pYPLgSyBty4p-CKJVlNJuqhH5RgZux2kej8PJiaMngP8gGUPs43pnLHH8JdJoS6WjduJKTS7XnPTtqLxlbkwW01HdGYslS7YdbgQq_3rHlIXzZKVn-3cj37PtVzlSR0cZhsxQCkwyxynfJbvtW0roc_Et6gnhHjfSZbr6RJ68r4c0XdXDUjOdKma8FjKPIWYyu6W7Wm6yjyCP5j5IstGNXBUv2NeH-fD50cZIHJ9CEm2NvD81zlr0QM-srQ8grTsY6X9icgDcGszZy4dWsrf8YmqcdDebomq1RNPvMJGt5WQsYy1UqTOgi2gDltW6kk2qy-NiMMopuw5zT2b3f-aN3ZSgV3FDOvlXzBkZA4AvvXLMjj4dRQZpIx5Db2C6QsC9MZR7QMewmsEyCIPyk52YxJOag0jWVTvSF6jJgxdiCQY345GcFV3vvaM3Je&p=24&fvj=0&vjs=3,Toronto,1,1,1,,1
277,DATA SCIENTIST,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0CW81yLmMX0jZhkp9wi2Zzr1m-t1jAbw6FN9Wv5HozWh14F5jwCNHCXR2SMRH94RkiJl-9VEPLSMrqxQEyU1Gv-26IiIy0HkWM2RmvKZ7rRwiqbiCQS5ANixGX-hpQ2ko1TmyHM0qFWhLCooxFdx63KTwvw-80Z7Xeluo9RNIf0WqOC9uRMoa8GQBAZc3qBe5aUOLQTY_t18JSmmSQbqJTwAVQuLZhmWwVMFdW6TULOImgKgnGHA0eUJUD_fJjcmHz_cvZU1hSTqAJgbJ5aMJb5QqjZAl0PcdNUcpMv72getOw6Zvf1NGhEU-BbLLhbmYioKgIkin0TymKJFRX4pL5X3BiPz11DQaDjub3wLSnjjc9pke2_axIr9_dUVqEGG0Q4Pt0V2vzq4GLfvxVztZP6oO7dW7ZleaLlasLJB-VG9g==&p=25&fvj=0&vjs=3,Toronto,,1,,,
278,Big Data Instructor,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0CYMvVl1R3x4HhPmDe20s-Dsm8iEII5uyjFc-sLJEUXzLh2VAYLKF2jRQ5wKCQUQVEJBRfM7UITcbgLYL356kofBJUIJujXzN2DBReUeYkT1QzGkRR1PNVAGuESHqOPpvZdtigSrw45ao3-nzuu-x3yMyS3cTLhaTbB6EkBd7cmBTYOhe_BDBSzY84MYxXMEMDcLCIWSQJySF1WEp9jJ1SUGOLMeGV_eTvhFBQdnaSPaa2y_iCOzQiMiFZi8MYlzGs_HryWpF7HgZv9eDxsrkuxbLfGyaRDvOgqI45n0HDOrD-tro-yNDk00KUS45PWaln3FLhRU3qbGWnZHWMZoDHfXK8mWU3UQKwRivP-0HhARTkditwwCLX_yb3nHBYIBQWyl6iHuMHhogorlJkHXaJT5cPgkzKDKATZ-ik8lYQCZW_DPsmgcQuYUJLnTaPDyiIscbs4ToIWfg==&p=26&fvj=1&vjs=3,Toronto,,,,,
279,Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DznJ5LOB8Sxa7QeEp9Xu-7tmqymb8VetCdACJvEZcmjLc7NxI4nl05s9y4FYYvp4ZyoOtZSbXRe2a3zpGcFuqApy31lt2V0W7jSAKgf8m4RxlrxXtm2Yi7bMznNljQDNFsAXrnOWrm8s-G4yQ2XN3llIVSvPkOSYgtHJvGe8WNtKnE5S0U0xep95lDoGkFpUwqDpbNHowdKTQaUIqMd4acReyp955Iu0hTkMVQSA6Se8uaBfz9j6dEL-1JhwXUDpAEftjnwJMiUXaaM3yW_tQg7py_AkEWGfdmaWzMjmgCiI7sRKhN-njVFKEYAkr9UPRHM52-J6vVgm5ZYHEMBVaw5sH4WBOfXjVJZ5EHq9D-uSC2HXkCaOmLIzwV9ukeFtY8p6Bpr0Gwzd40I3bTqHvQRDgSlR0k2HCRGe09EEi1g9GGAcHaUbhW0QQwHfHLtbg=&p=27&fvj=1&vjs=3,Toronto,,1,,1,1
280,Big Data Operations Specialist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DfaJzxeKsHg3yNa09Lu8cQQduvjegwzxl5yjE4sdO8aCQ7r433WSCgz7HcYFllrIDsHBe4z3rcFtA5i1J5G4FbQMDoOPjw874oHHM5HAs3M9-kNVuGFDx-C2Qyis7Vbs-NfuFaJ6u0bZw_pp4CQuht9hnUP7HcqHGtobv81OUS3imBA0NsYfavRqC-KZwYacv39Qin6DgzQrdO-ieg8kpmlfnyK3segVSqt_IRvQfBK8ZiGc5KnhAU2luSPLKEAN1WoC_X64dMoBvOWbD8DB5X0h2qX9xL6I1IzTT3mo_rvrsprce0O0Sasfn-2Bezww1xwfBuJN0IAYAumPzPmnYrmTwoMYlOPWueXNhyaPq3fiF8m6QGUAMZ_4MYQfv9RmCKQ9f1N-NXZAXnAPGFnun8UOc5vbmwXCOhsnDLJBNEMvTIsU-Z_dLsWXoEXkKzIKI88CWMZgY_DsrcuIBTQ_uQEqZoiogj91EXwyCJ-IUkR1pl5FvTOioZxC2NtQLvNgumknufKeF26wFxa9R7kl-Rr020BuKQYk-AwNtNR0sK0Q7PAiPi3r1sGpQlY7_phDI=&p=0&fvj=0&vjs=3,Toronto,1,1,1,1,
281,Senior Data Scientist,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DPvDrY7fOi7IBjGen6Dx7RXxfTf3xqH9cPvuoqrlxtCEWGirnFmPeDqLmC0lmmv53RT4c7TfVaEeCaKVRyV_uwnQ0WZWsfo1bn6WZeEBuu9sU3EZXbsctoqXEI3pYPLgSyBty4p-CKJVlNJuqhH5RgZux2kej8PJiaMngP8gGUPggtcUBcBa7TgF6NoM7bTc3oKMBxl96oFhwoan0eKI-Nc4J_Fx4I8tTyuNwXExDz_DcUf5siFmvShTJ7lDOv4jXtGEYOBVFp1MmqeNXQkdsLlnYv37uOe20rhnfpKyf4tTpRnf6p8pBE5oyoxElkEeQJlQko8ZXaEmv_LjEnkbv0DdJFDirteApcAZHIqhCBmecA4HxjULquHhmHaUPgZHxqnZHntqoPZvkfdfZlyXV1nVhjy7lcz6XNZRXhLQu2haNKozctsOIn40gaTzQavJNtErZPRjKYyj1YsvfmKNiNwswMEdb1Zpo3E7fPfvHxB0y73DGDmKZpweMQZdrC2ndHwJh0fMJ_tAMINofM28UIgVWFwEnXm8ZqS5B1_t3qvS3RTbAwqj_A&p=1&fvj=0&vjs=3,Toronto,1,1,1,,1
282,"Director, Data Science Initiatives",https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0DfaJzxeKsHg3yNa09Lu8cQQduvjegwzxl5yjE4sdO8aCQ7r433WSCgz7HcYFllrIANRFn7GZl0LUUkB4eDLyVGpcpyTEoXkxag_rLlMz-FEifsHVp8vD5NWcMGwXi68ypovIvdUB9dy1hcWhIOlf7kk14dGMtdIifQS3UkAntYmXWhcqoEOU9L5_CQoK4mLFqaPd37CuBI_lKBtv5ZPQoDjMLAd894Vv2D6JkQqkqXTY8gOwUvge7DrmJh_43JmYBnBsklcSoVmCj2yyznVuKVWjP7s5p2RKSEVOwe5Ud6itgATNa1uzmfEvvnKFbEOB9h1gf8mWL0R9JzlYiKICFrfDOY1K1nsCAMiwjjnoAEc4RGxiuR4tt4MwrM-TY-8XjjxY_wFpQKHbjhQoM6MoB-S1B6QfUnhV4LHu50dczYHzFUW8aP2ZBeIU2hZCiruuZ2OH55PJb3Zym-MW-212VLfTEDS5RNYlC-2jVk83Gvu5hpW9n_oLat5eWUykLWzX7ZfgI592GPiUvEfZOQDgZzmvPKNEBu5gE3td01qx_Y89lCl40kS-KmbCwUszQRtL8=&p=2&fvj=0&vjs=3,Toronto,1,1,1,1,
283,Senior Machine Learning Engineer,https://www.indeed.ca/rc/clk?jk=64abacac5955f575&fccid=915b1c0ee87e5e8a&vjs=3,Toronto,,1,,,
284,Machine Learning Engineer,https://www.indeed.ca/rc/clk?jk=193e044b8d30c151&fccid=902725744ef10f3f&vjs=3,Toronto,1,1,,,
285,"Manager, Actuarial, Rewards and Analytics P&C",https://www.indeed.ca/rc/clk?jk=111d227a7e95dd3f&fccid=9e215d88a6b33622&vjs=3,Toronto,,,1,,
286,Marketing Data Analyst,https://www.indeed.ca/rc/clk?jk=dfb4fe2b16850e80&fccid=b4343e19b93251df&vjs=3,Toronto,,1,1,,1
287,"Manager, Talent Management Analytics - Toronto ON",https://www.indeed.ca/rc/clk?jk=8f55493e3c762ff4&fccid=3002307a9e5b4706&vjs=3,Toronto,1,1,1,1,
288,"Director, Head of Data Science for Manufacturing Technologies- Toronto/ON",https://www.indeed.ca/rc/clk?jk=a2075ec1a989fc11&fccid=5d3ed74ca4598964&vjs=3,Toronto,,1,,,
289,Senior Data Analyst,https://www.indeed.ca/rc/clk?jk=d9c94e15ddf2698b&fccid=d8ca090bd1ad5f9d&vjs=3,Toronto,,1,,,
290,"Senior Consultant Actuarial, Rewards and Analytics P&C",https://www.indeed.ca/rc/clk?jk=76e81750ad22e34e&fccid=9e215d88a6b33622&vjs=3,Toronto,,1,1,1,
291,"Director, Name Screening, AML/ATF Models and Analytics",https://www.indeed.ca/rc/clk?jk=a79bcf89b4930e08&fccid=3002307a9e5b4706&vjs=3,Toronto,,1,,,
292,Technical Analytics Project Manager,https://www.indeed.ca/rc/clk?jk=e3e4ad4171921744&fccid=b4343e19b93251df&vjs=3,Toronto,1,1,,,1
293,"Manager, Data Engineering - Machine Learning, Global Risk Management",https://www.indeed.ca/rc/clk?jk=c2bd2a7e1199e851&fccid=3002307a9e5b4706&vjs=3,Toronto,,1,1,,1
294,Kantar Analytics ROI Marketing Mix Modeling Lead,https://www.indeed.ca/rc/clk?jk=4c17ee1ce3564758&fccid=fc0eeff012676923&vjs=3,Toronto,1,1,,,
295,Machine Learning System Engineer,https://www.indeed.ca/rc/clk?jk=0e59f0ab16ce489f&fccid=d40ebe11fc879426&vjs=3,Toronto,,,,,
296,"Engineering Manager, Machine Learning",https://www.indeed.ca/rc/clk?jk=cfae24082a4ef94f&fccid=cb94cfaf4856cc5b&vjs=3,Toronto,1,1,,,
297,Senior Machine Learning Developer,https://www.indeed.ca/rc/clk?jk=8a46178955e95968&fccid=ec29960f5738501b&vjs=3,Toronto,1,1,,,
298,Global SCP Business Intelligence Development and Sales Analytics Lead (m/f/d) - SAP Canada,https://www.indeed.ca/rc/clk?jk=05eebb4d5d5840b3&fccid=156c7820d1988640&vjs=3,Toronto,,1,,,
299,Principal Engineer – Natural Language Processing,https://www.indeed.ca/rc/clk?jk=77e15a966bb29427&fccid=186cb782756b7dbf&vjs=3,Toronto,1,1,,,
300,Head of Artificial Intelligence & Machine Learning Research,https://www.indeed.ca/rc/clk?jk=53046fae85aa08c4&fccid=510aa29fcf8f87d9&vjs=3,Toronto,,1,,,
301,SENIOR COMMERCIAL CREDIT AND LENDING DATA ANALYST,https://www.indeed.ca/rc/clk?jk=7cfcbff520e13f55&fccid=c2a63affe8751868&vjs=3,Toronto,,1,,,
302,Analytics - Analytics Generalist - Senior Associate,https://www.indeed.ca/rc/clk?jk=22b056082a358153&fccid=5e964c4afc56b180&vjs=3,Toronto,,1,,,
303,"Postdoctoral Research Fellow in Computer Vision, Deep Learning and SLAM",https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0Bop1AwOGSXkIS5LvCcIOLCU6dprbvn4zr_8xHydz3OCg5jCW24zXACXeySrV8WFL73U5XD2kmIxg4Q4YmHcdQrsnpjEaM5hFxJItfg5V6lRLqSb0C_xpPZYw-DOL-y8VMoOzIo5C51_Q3bn0tZJ3eW5fcfMB3rgIcC6Dt8n_Wz8dz1Cip-ikoOhMQocALdOVXj5SjnyqGTS5XSDfkAlGB2P_N-5_3NpieLUEAnWiaey84AM9AwrByy6I0zj0EGwdjDtD9w4KwpX4iigFuAsrVrpXjJepzMXaWxVWLFTF4MmLEm75VuJLT7jDD4wE6Y5hDqCB1PN-GMa3OJAXhhKUJRdO0T0HkeBRM7qo6LX4r-A8PZ112raQvfOzahvzXZCTxDnJKG1djajLMP3GDDlyYCcNyqJ4_gc8YV37cHkMEdjY0e5_BSTSq04ByfJWaV4ZMW-24YoxwNXu7rcAggkABFpjhoq_0D9ojIK0V4Fo-3-enWJ30wCjcMiUTOYD_AEaJ663awLse6BQ==&p=23&fvj=1&vjs=3,Toronto,,1,,,
304,DATA SCIENTIST,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0CW81yLmMX0jZhkp9wi2Zzr1m-t1jAbw6FN9Wv5HozWh14F5jwCNHCXR2SMRH94RkiJl-9VEPLSMrqxQEyU1Gv-26IiIy0HkWM2RmvKZ7rRwiqbiCQS5ANixGX-hpQ2ko1TmyHM0qFWhLCooxFdx63KTwvw-80Z7Xe8SKNUWjg9AViZp9CDflBuuHZB-wDStoY-FiAK-VMHURjQRNPJ8IdLD0XlS6LOhkwKSTiTmD6IJE0aPFc91jl0gkYKMgQqjvsxPsB4_ZrQv0pHi1yTfnKF8abfiGsr78FmJaawjqTKlp3K9ih5sw5KaQPAJtTbmySpCwOWAC_SuCkCNpJLD8sZ9fbQknNT33bJ77vJ1_9RFw8y6iCVN-7INLxrmBwFDvCmpXo10DWcOQGYzsx4l0LuBoTPhpt_EAeG2ZJ6etMwng==&p=24&fvj=0&vjs=3,Toronto,,1,,,
305,Big Data Instructor,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0CYMvVl1R3x4HhPmDe20s-Dsm8iEII5uyjFc-sLJEUXzLh2VAYLKF2jRQ5wKCQUQVEJBRfM7UITcbgLYL356kofBJUIJujXzN2DBReUeYkT1QzGkRR1PNVAGuESHqOPpvZdtigSrw45ao3-nzuu-x3yMyS3cTLhaTbB6EkBd7cmBTYOhe_BDBSzvaQsEhtBOd7dp3wBtw-CjSdwF80--_Gt4vNTlAgNFGZAXDNqx8nNsw9S9IvzaUMCV-VBzVamaBLGuBTMxmoeD19p1QXuTFAO6k5IG_3XDh8751217vuyQK3BWjilxAkibJN5i1NpfuSJoqCxngmchZO3Oa3ylOlSqVeqkk_DNGTvRw-PXktxuEUFi4wRBpYq-by6_XTuS_0OCbtaZlIfns8VRk21JZEg9eWI--dIZ1pPwkcMhIs0Lml9w9nbRMC8D0hQPSLr7mGlBt8sAiudlg==&p=25&fvj=1&vjs=3,Toronto,,,,,
306,Data Scientist - Price Point – Start-up company,https://www.indeed.ca/pagead/clk?mo=r&ad=-6NYlbfkN0BJik0eOC2RiRcwALxZHhvolY0CiBGpIrD3jqHmT6hgcj9GGUq3nwzxcDRn3ID9hoVNHpFJfiMZVEii0Cjbtagb3mhNDEo_oIHpFMg9rCWYzYfQN4HIi5Iz2oA57hgnhTPzzOvyQ_a7LX3zRK22bHJRRSaN0PAPBBB3IrcOYUTwEWxTDEtsEWFgbZg5gL2nLqT0TYHLG1HsRnuBM0iEwPGJUuXeQLwEV4v9fQwqBdNX8h3scWii8QzZfVtSNF_8yukzPXEFoflP-jVhnDIeYpuzqRunf4R8q31M4XWZBc0fcZNVerZT9-VM5QrbsrVFzLCQ1NFtji5Xdsk832LLknCbWhhYHCuRjTyItOntvTk5XPVHCcBUQg7CUyaIDR-YVePvkj9uP_P283pEa_JQ6xbHfqpX9H-S8Ah7Wp-HGQjyC1aUN-srdInIAzN10RMvdGbEwVOmXMpMg9l6IF0jNmoEJ9HKFDlxP-zPDY6Ok7BVDFxKVrxkytU91k43kfYDf5MpCbaE2BnAaF5yw4uzZIpR-FqberB9_Jb8sHPPhFzhDjl1MRNrBz89zKUMWYM2KyKjZ6qx-Ud2lg==&p=26&fvj=0&vjs=3,Toronto,,,,,
